Location,Date,A/T(¡ÆC),MI/T(¡ÆC),MA/T(¡ÆC),D/P(mm),MA/W,A/W(m/s),A/PT(¡ÆC),A/RH(%),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(¡ÆC),T/RYN
90,2016-09-07,22.5,20,25.4,,3,1.1,19.5,83.8,22.7,1004.2,1007.2,1005.5,1006.3,6.9,24.7,X
90,2016-09-08,21.4,20,24.2,0.3,6.2,1.7,19.6,90.4,22.9,1005.4,1009.4,1005.8,1007.5,1.5,23.4,X
90,2016-09-09,20.9,18.7,24.1,16.2,4.4,1.4,19,89.8,22,1008.6,1013,1008.9,1010.7,1.8,22.6,X
90,2016-09-10,21.8,19.5,24.9,9.3,3.8,1.7,20.4,92,23.9,1011.8,1015,1012.4,1013.9,5.5,24.1,X
90,2016-09-11,21.7,19.8,24.8,8.7,4.1,1.2,20.8,95,24.6,1014.2,1018.1,1014.5,1016.3,3.5,24,X
90,2016-09-12,20.4,18.3,23.4,41.8,5.9,1.6,19.1,92.6,22.1,1015.6,1018.6,1016.5,1017.7,1.3,22.6,X
90,2016-09-13,20.2,17.2,22.9,0.7,6.7,1.8,19.1,93.8,22.1,1017.2,1020.2,1017.7,1019.3,2.9,22.3,X
90,2016-09-14,21,18.5,24.1,,3.7,1.2,19.5,91.3,22.6,1015.8,1020.1,1016.4,1017.9,5.7,23.7,X
90,2016-09-15,21.5,18.4,24.3,,3.6,1.4,20,91.5,23.4,1013.8,1017.3,1014.6,1015.9,6.7,23.7,X
90,2016-09-16,22.1,19,25.6,,2.9,0.8,18.3,80,21.2,1011.5,1015,1012.5,1013.6,6.1,23.4,X
90,2016-09-17,20.4,18.6,23.6,0.1,3.1,1.2,18,86.8,20.7,1011.3,1014.9,1012.3,1013.4,1.7,22.4,X
90,2016-09-18,21.2,19.8,23.3,0.8,4.3,2.5,17.2,78.6,19.7,1012.5,1015.5,1013.8,1014.6,3,22.2,X
90,2016-09-19,19,15.1,21,0,5.6,2.7,14.3,75.5,16.4,1014.1,1018.3,1014.4,1016.3,0,19.7,X
90,2016-09-20,17.4,14,21.2,,5,2.5,12.9,75.8,14.9,1017,1021.2,1017.6,1019.2,11.2,19.5,X
90,2016-09-21,17.9,14.1,21.4,,3.2,1.8,14.2,79.6,16.3,1020.2,1024,1020.8,1022.4,10.1,19.7,X
90,2016-09-22,18.6,15.4,21.6,,3.6,1.6,15.2,81.5,17.4,1017.5,1021.9,1018.3,1019.6,6.1,20.9,X
90,2016-09-23,18.2,13.2,22.7,,3.7,1.6,14.8,81.3,17,1015.2,1019,1015.9,1017.3,10.7,20.3,X
90,2016-09-24,19.5,14.9,23.6,,3.1,1.3,16.6,84,19.1,1013.8,1017.5,1014.8,1015.9,9.6,21.3,X
90,2016-09-25,21,16.4,27.7,,4.3,1,16.9,78.4,19.3,1013.5,1016.7,1014.5,1015.6,5.8,22,X
90,2016-09-26,20,17.1,23.3,,3.2,1.2,17.9,88.3,20.6,1014.8,1018.4,1015.6,1016.9,3.8,21.5,X
90,2016-09-27,19.4,17.5,20.9,2.9,2.9,0.9,18.4,94.4,21.2,1012.8,1017.1,1013.5,1014.9,0,20.4,X
90,2016-09-28,18,14.2,23.2,21.2,5.7,2.2,16.5,91.4,18.8,1014.6,1019.6,1012.9,1016.8,0.3,19.4,X
90,2016-09-29,16.3,14,20.2,0.1,3,1,12.7,80.8,14.7,1017.1,1021.2,1017.5,1019.3,0.6,18.3,X
90,2016-09-30,18.1,13.7,22.3,,2.7,1.2,15.3,84.8,17.5,1013.1,1017.7,1013.1,1015.2,3.4,19.4,X
90,2016-10-01,19,16.1,22.2,,2.9,1.4,17.2,89.8,19.6,1015.6,1019.5,1016.2,1017.7,5.2,20.3,X
90,2016-10-02,17.9,15.1,21.3,14.3,3.6,0.9,16.3,90.9,18.6,1013.4,1017.8,1010.1,1015.5,0,19,X
90,2016-10-03,18,15.1,21.3,52.3,4.8,1.5,16.6,91.9,18.9,1007.1,1012,1007.1,1009.2,6,19.6,X
90,2016-10-04,17.9,13.9,20.9,0,6.5,1.7,14.7,82.1,16.8,1016.3,1020.6,1012,1018.5,1.9,17.8,X
90,2016-10-05,17.6,15.2,19.9,9.3,4.6,1.8,16.2,91.9,18.4,1010.2,1017.4,1008.6,1012.3,2.3,18.9,X
90,2016-10-06,16.9,14.4,19.7,1.2,5.2,1.5,14.8,88.3,16.8,1019.6,1025.6,1014.6,1021.8,2.5,17.3,X
90,2016-10-07,17.7,15.8,20.9,3.2,5.4,1.7,15.5,87.9,17.6,1018.7,1025.2,1014.7,1020.9,0.7,18.2,X
90,2016-10-08,18.8,15,23.6,0,4.5,1.9,9.6,58.5,12.4,1007,1014.9,1006,1009.1,6.7,18.7,X
90,2016-10-09,12.1,9.4,15.8,,5.5,2.2,3.6,58,8,1016.2,1020.5,1010.6,1018.4,10.6,15,X
90,2016-10-10,12.8,8.2,16.8,,4.7,2,7.2,70.1,10.3,1018.8,1023.2,1018.9,1021,10.6,15.1,X
90,2016-10-11,16.8,8.9,23.6,,3.6,1.7,7.6,56.4,10.5,1016,1019.6,1015.9,1018.1,8.4,15.5,X
90,2016-10-12,13.6,10.2,16.9,0,5.5,1.7,9,74.4,11.5,1020.2,1024.4,1019.3,1022.4,1,14.6,X
90,2016-10-13,14.2,10,18.4,,3,1.5,6.9,63,10,1020.2,1024.1,1021,1022.4,10.3,15.2,X
90,2016-10-14,17.7,11.8,22.8,,2.8,1.1,10.8,64.6,13,1022.1,1025.6,1022.6,1024.2,9.2,16.5,X
90,2016-10-15,18.3,13.9,23.7,,3.9,1.3,12.4,69.1,14.5,1022.3,1026.2,1023.2,1024.5,9.5,17.2,X
90,2016-10-16,16.7,13.7,19.6,,3.2,0.9,13.6,82.9,15.6,1016.4,1023.3,1015.2,1018.6,0,16.4,X
90,2016-10-17,18.9,13.9,24.2,,3.3,1.4,11.3,63,13.5,1013.3,1017.4,1013.7,1015.4,6.7,17.4,X
90,2016-10-18,16.8,13.7,19.9,1,4.4,1.6,14.1,85.1,16.2,1018.4,1022.5,1017.4,1020.5,0.7,16.3,X
90,2016-10-19,18.5,12.4,23.2,,4.5,1.4,12.5,71,14.7,1013.8,1019.9,1013,1015.9,9.9,17.1,X
90,2016-10-20,16.3,13.2,21.7,2.2,7.5,2.5,11.6,76.4,13.8,1019.2,1025,1014.2,1021.3,3.2,15.4,X
90,2016-10-21,14,11.9,15.9,14.9,5.2,2.2,12.9,93.4,14.9,1019.8,1024.8,1018.9,1022,0,14.8,X
90,2016-10-22,15.1,12.2,18,5.5,6.8,2.1,12.9,87.1,14.9,1014.2,1019.2,1013.3,1016.3,3,15.8,X
90,2016-10-23,10.7,7.5,12.7,2.6,5.6,2.1,7.4,81.1,10.3,1019.1,1022.7,1018.7,1021.3,0,12.8,X
90,2016-10-24,12,5.8,17.5,,4,1.8,7.4,75.1,10.3,1016.2,1021.2,1014.4,1018.4,10.1,12.7,X
90,2016-10-25,12.9,10.9,16.6,9.3,5.3,1.5,11.2,89.9,13.3,1008.7,1015.1,1007.6,1010.9,3.8,13.6,X
90,2016-10-26,15.4,10.5,19.7,,4.2,1,9.8,70.5,12.3,1016.2,1023.4,1014.2,1018.4,1.7,13.6,X
90,2016-10-27,14.8,12.3,18,0,5.1,2.1,10.6,77,12.8,1022.4,1028.3,1020.5,1024.6,3.9,14.9,X
90,2016-10-28,14.4,11.1,18,4.1,7.6,2.3,10.3,77.1,12.7,1014.6,1020.5,1013.3,1016.8,1.7,14.6,X
90,2016-10-29,8.8,6.6,11.3,8.6,8.1,2.2,3.8,72,8.1,1023.5,1027.4,1020.1,1025.7,0.3,11.1,X
90,2016-10-30,8.4,3.3,12.9,,3.2,1.6,-1.5,52.5,5.6,1025.2,1030.6,1024.2,1027.5,10,10,X
90,2016-10-31,10.3,5.9,13.1,,5,2.4,-1,45.9,5.8,1021.4,1025.8,1021.8,1023.6,0.9,8.9,X
90,2016-11-01,5.1,1.7,9,,4.6,2.2,-4.4,51.8,4.7,1025.6,1029.1,1024.6,1027.8,7,7.4,X
90,2016-11-02,7,1.2,11.8,,5.5,2.1,-6.7,38.4,3.8,1022.6,1028.4,1021.8,1024.9,9.8,7.5,X
90,2016-11-03,10.2,4.6,14.7,,4,1.8,-0.9,47.4,5.8,1017.7,1022.8,1017.4,1019.9,8.4,9,X
90,2016-11-04,14.4,9.5,18.7,,4.2,1.6,5.2,54.3,8.9,1011.2,1018.1,1010.2,1013.3,4.9,11.2,X
90,2016-11-05,16.5,10,20.8,1.8,8.3,2.8,7.8,58.6,10.6,1009.7,1023.1,1007,1011.8,9.2,13.5,X
90,2016-11-06,8.5,8,10.1,17.3,5.4,3.2,7.6,94.3,10.5,1026,1029.9,1023.1,1028.2,0,9.7,X
90,2016-11-07,11.3,8.4,14.2,1.4,5.4,1,9.5,89.9,11.9,1019.4,1028.1,1016.3,1021.6,1.9,12.1,X
90,2016-11-08,7.8,4.5,13.1,7.8,7.1,2.3,2.5,70.4,7.5,1020.2,1028.4,1015.9,1022.5,0.9,9.3,X
90,2016-11-09,3.6,0.9,7.6,,3.5,1.7,-4.4,57,4.5,1026.4,1030.1,1027.5,1028.6,9.4,6.1,X
90,2016-11-10,6.2,2,10.1,0,2.8,1.3,1.2,71,6.7,1019.2,1028.3,1016.2,1021.5,1,6.7,X
90,2016-11-11,10,5.3,14.8,0,5.5,1.9,0,53.5,6.3,1014.4,1021.4,1013.3,1016.6,8,8.5,X
90,2016-11-12,12.7,5.8,17.7,,3.7,1.5,3.2,53.9,7.8,1018.1,1022.3,1017.7,1020.2,8.7,9.4,X
90,2016-11-13,12.4,8.6,15.9,0,3.9,1.2,9.5,83,11.8,1019.9,1024.6,1020.1,1022.1,3,12,X
90,2016-11-14,14.4,8,19.2,,5,1.9,9.6,75.3,12,1011.8,1020.3,1010.4,1013.9,4.9,11.2,X
90,2016-11-15,9.6,5.2,16.1,,6.4,2.3,-0.6,50.8,5.9,1016.7,1022,1012,1018.9,9.2,9.3,X
90,2016-11-16,8.1,2.9,14.5,,4.4,1.7,-2.7,47.8,5.1,1019.1,1023.4,1019.7,1021.3,8.9,7.2,X
90,2016-11-17,8.3,4.7,13.7,,2.3,1.2,1.9,64.9,7.1,1022.1,1025.5,1022.9,1024.3,8.7,7.9,X
90,2016-11-18,11,4.5,16.1,,2.1,1,4.3,64.9,8.4,1015.3,1022.9,1013.6,1017.5,3,8.9,X
90,2016-11-19,14.4,11,17.7,,6.2,1.5,7.1,62.5,10.2,1009.9,1013.9,1009.7,1012,7.7,12,X
90,2016-11-20,12.5,7.2,17.2,,5.7,2.6,2.2,50.1,7.3,1017.8,1022.6,1013,1020,8.7,10.9,X
90,2016-11-21,9.4,5.6,12.5,,5.7,1.4,2.5,62.5,7.4,1017.6,1022.8,1016.9,1019.8,0.2,8.7,X
90,2016-11-22,5.6,0.5,10.1,12.5,7.7,2.3,3.1,84.6,7.7,1018.7,1025.4,1017.1,1020.9,0,7,X
90,2016-11-23,2.4,-1.4,5.6,0,4.8,2,-3.8,64.8,4.7,1022.8,1027.7,1023.6,1025.1,5.3,4.4,X
90,2016-11-24,1.7,-2.5,6.2,,5.5,1.9,-15.1,27.8,1.9,1021.3,1024.8,1021.9,1023.6,9.2,1.8,X
90,2016-11-25,2.4,-2.1,7.4,,4.5,1.4,-12.4,33.5,2.5,1023.4,1028.6,1024.1,1025.7,8.1,2,X
90,2016-11-26,3.7,-0.7,6.6,0,2.8,1.2,-4.8,55.3,4.5,1020.5,1027.8,1019.8,1022.8,0.1,2.1,X
90,2016-11-27,6,3.4,9.4,,6.4,2.3,-2.5,55.1,5.2,1017.7,1021.8,1017.8,1019.9,8,4.2,X
90,2016-11-28,4,0.4,8.5,,5,1.6,-6.2,48,3.9,1022.7,1027.5,1021.7,1024.9,8.8,3.1,X
90,2016-11-29,4.4,0.5,8.1,0,3,1.7,-4.6,53.4,4.5,1030.7,1035,1027.5,1033,7.8,3.4,X
90,2016-11-30,7.2,3.4,11.7,0,4.9,1.3,2.7,74.4,7.5,1022.5,1034.4,1018.1,1024.8,1.4,5.8,X
90,2016-12-01,6.9,1.9,10,,9.9,4,-9.9,30.4,3.1,1019.6,1027.4,1016.3,1021.8,8.5,5.1,X
90,2016-12-02,7.8,1.6,13.5,,3.6,1.5,-11.3,25.8,2.7,1023,1027.1,1023,1025.3,9.1,3.7,X
90,2016-12-03,8.2,1.5,13.2,,3.3,1.4,-1.9,49.4,5.4,1020.8,1026.6,1018.9,1023.1,8.5,4.9,X
90,2016-12-04,10.3,6.8,13.2,,3.9,1.4,-2.8,41,5.1,1012.6,1018.9,1012.6,1014.8,0.3,6.3,X
90,2016-12-05,9.4,5.1,14.1,0,7.1,3.1,0.2,53.3,6.3,1011.6,1017.5,1011.6,1013.8,4.3,7.5,X
90,2016-12-06,3.3,0.2,6.9,,5.9,2.1,-12.7,30.5,2.3,1020.5,1025.2,1017.5,1022.8,8.9,2.6,X
90,2016-12-07,4.6,1.5,7.8,,8.6,2.3,-5.8,46.9,4,1017.1,1022.5,1017,1019.4,6.4,3.7,X
90,2016-12-08,4.5,-1.2,10.3,,6.7,2.3,-5.2,50,4.2,1014.1,1020.9,1012.3,1016.4,5.1,2.5,X
90,2016-12-09,4.4,-0.3,8.1,0,5.3,1.8,-4.8,53.1,4.5,1014.9,1023.6,1011.4,1017.2,8.6,4,X
90,2016-12-10,1.4,-2.6,6,,2.8,1.3,-10.4,41.9,2.8,1022.4,1026.3,1022.9,1024.7,8.9,1.4,X
90,2016-12-11,1.9,-2.4,6.8,,3.1,1.5,-8.7,45.8,3.3,1025.1,1029.6,1024.9,1027.4,8.9,1.4,X
90,2016-12-12,5.6,-2.2,9.9,,3.8,1.3,-9.7,32.4,3,1020.1,1025.5,1019.7,1022.3,1.5,2.2,X
90,2016-12-13,6.6,3.7,9.9,11,6.5,3,0.6,67.9,6.5,1016.6,1020.3,1017.4,1018.8,3.6,4.3,X
90,2016-12-14,0.9,-0.6,4.3,16.2,6.8,2.7,-0.5,90.1,5.9,1018,1021.8,1018.8,1020.3,0.3,2.4,X
90,2016-12-15,-0.8,-4.6,2.7,,4.5,2,-7.6,61.1,3.5,1018.5,1023.4,1018.7,1020.8,7.9,1.4,X
90,2016-12-16,-0.5,-6.1,4.1,,4.9,1.8,-15.1,34.6,2,1019.8,1024.2,1019.6,1022.1,8.9,-0.6,X
90,2016-12-17,7.1,1.3,10.3,,7.1,3.2,-3.7,46.4,4.6,1022.5,1027.3,1021.1,1024.7,8.4,2.6,X
90,2016-12-18,8.8,5.7,12.3,,4.9,1.8,-1.5,48.9,5.5,1024.2,1028.1,1025.2,1026.4,2.5,5.2,X
90,2016-12-19,8.5,5,12.7,0,2.2,0.9,3.2,69.9,7.7,1021.8,1026.7,1022.2,1024,3.2,6.2,X
90,2016-12-20,7,3.4,11.4,,4,1.4,4.4,84.4,8.4,1025,1029.3,1022.8,1027.2,2.1,5.5,X
90,2016-12-21,7.4,2.4,11.2,23.4,5.2,1.6,5.6,89,9.2,1021.7,1028.2,1014.3,1024,2.2,6.1,X
90,2016-12-22,5.1,3.1,11.2,34.9,8,2.5,4,92.5,8.2,1006.8,1014.2,1005.6,1009,0,6.1,X
90,2016-12-23,2.7,0.2,5.5,0,3.5,1.5,-4.5,59.1,4.4,1013.6,1024.1,1010.3,1015.8,5.1,3.7,X
90,2016-12-24,1.8,0.4,4.5,,2.6,1.5,-2.2,74.4,5.2,1026.6,1031.5,1024.1,1028.9,0.2,2.7,X
90,2016-12-25,3.7,-0.5,8.4,,2.4,1.2,-0.2,75.8,6.1,1026.8,1031.9,1025.3,1029.1,7.2,3,X
90,2016-12-26,6.9,3.7,10.2,0,5.3,1.5,-2.5,52.1,5.2,1017.2,1025.5,1015.5,1019.4,0,4.5,X
90,2016-12-27,-0.1,-2.6,5.7,36.2,7,1.4,-1.3,91.5,5.6,1018.4,1027.6,1015,1020.7,0,2,X
90,2016-12-28,-1.3,-6.1,3.1,,9.3,1.6,-7.7,64.5,3.5,1024.7,1030,1023.5,1027,8.8,1.6,X
90,2016-12-29,-1.1,-5,1.7,,6.3,2.2,-12.6,41.9,2.4,1023.7,1029.6,1023.2,1026,8.8,1.5,X
90,2016-12-30,0.5,-5.8,4.9,,3.4,1.3,-11.8,40.3,2.5,1025.7,1030.4,1025.7,1028,8.7,0.6,X
90,2016-12-31,4.3,1.6,7.6,,5,2,-6.2,46.6,3.9,1024.5,1028.4,1025.5,1026.8,7.9,1.1,X
90,2017-01-01,6,1.5,9.8,,5.8,1.7,-3.8,50,4.7,1022.1,1027.2,1020.8,1024.4,8.4,2.2,X
90,2017-01-02,8.2,4.7,10.5,,6.7,2.5,-1.6,50.3,5.5,1016.6,1020.7,1016.8,1018.8,7.5,4.4,X
90,2017-01-03,6.2,1.7,11.3,,4.4,2,-8.4,35.5,3.3,1017.9,1022.3,1018.5,1020.1,8.8,2.8,X
90,2017-01-04,5.6,1.7,9.8,,5.4,2.2,-5.2,46.4,4.2,1020.5,1025.8,1018.5,1022.7,8.8,3,X
90,2017-01-05,2.8,1.3,4,15.5,3.5,1.5,0.7,88.1,6.6,1028.1,1032.5,1025.7,1030.4,0,2.1,X
90,2017-01-06,4.5,1.6,9.2,0,3.3,1.3,1.3,80.9,6.7,1024.7,1031.7,1023.8,1027,7.4,4.3,X
90,2017-01-07,6.5,0.8,11.3,0.5,3.9,1.5,0.2,65.5,6.3,1019.3,1023.8,1019.7,1021.6,7.3,4.2,X
90,2017-01-08,5,4,6.6,13.5,5.3,2,3.7,91.5,8,1013,1020.8,1010.9,1015.2,0,4.9,X
90,2017-01-09,5.7,2,9.4,0,4.2,1.6,-5.3,49.4,4.4,1010.2,1014.9,1009.4,1012.4,8.7,4.2,X
90,2017-01-10,0.4,-2.9,6.2,,6.6,2.4,-16.8,27.4,1.7,1016.8,1021.8,1014.3,1019.1,9,0.8,X
90,2017-01-11,-1.2,-5.3,2.8,,7.5,2.4,-19.5,24.1,1.4,1018.3,1023.7,1017.8,1020.6,9.1,-1.1,X
90,2017-01-12,0.8,-2.6,4.6,,8.6,4.1,-16.2,28.9,1.9,1010.5,1018.2,1009,1012.8,8.9,0,X
90,2017-01-13,-2.7,-5.5,1.2,,6.4,3.2,-18.2,30,1.5,1010.4,1017.5,1009,1012.7,8.6,-1.8,X
90,2017-01-14,-6.2,-8.4,-3,,6.2,2.9,-23.1,25.6,1,1019.1,1024.3,1017.5,1021.5,8.8,-2.9,X
90,2017-01-15,-2.1,-8.8,3.6,,3.2,1.6,-19.5,25.4,1.3,1021.3,1024.9,1021.8,1023.6,9.2,-1.6,X
90,2017-01-16,-0.5,-2.8,3.2,,3.4,1.9,-10.5,46.8,2.8,1026.2,1030.7,1024.2,1028.5,8.8,-0.5,X
90,2017-01-17,1.5,-2.9,6.8,,2.5,1.4,-12.1,37.3,2.6,1027.1,1031,1028,1029.4,9.2,0,X
90,2017-01-18,1.9,-1.6,6,,5.4,1.9,-8.9,44.6,3.1,1025.3,1029.6,1025.4,1027.6,4.4,0.8,X
90,2017-01-19,1.3,-3.1,6.4,,2.2,1.2,-6.6,56.4,3.8,1020.1,1027.5,1016.7,1022.4,7.8,0.7,X
90,2017-01-20,-2,-5.6,1.3,29.3,6,1.9,-4.9,83,4.3,1016.5,1025.5,1012.8,1018.8,0,-0.5,X
90,2017-01-21,-3.6,-8.9,0.2,0,7.5,1.7,-9,66.6,3.1,1021.1,1026.3,1019.4,1023.4,7.3,-0.2,X
90,2017-01-22,-5.3,-9.4,-1.3,0,4.7,1.7,-15.5,46.6,1.9,1020,1025.3,1018.8,1022.4,9.2,-0.2,X
90,2017-01-23,-6.1,-11.2,-1,,3.5,1.6,-17.3,41.9,1.6,1024.9,1028.3,1025,1027.3,9.1,-0.3,X
90,2017-01-24,-4.2,-7.8,1.2,,3.1,1.4,-16.8,37.8,1.7,1028.5,1032.1,1028.2,1030.9,9.3,-0.3,X
90,2017-01-25,-2.1,-9.1,3.8,,2.9,1.3,-15.5,35.8,1.8,1028.3,1032.2,1029.4,1030.6,9.4,-0.2,X
90,2017-01-26,2.2,-6.8,7.3,,5.7,2,-10.3,40.4,3.1,1019.1,1029.9,1012.3,1021.3,4.9,-0.1,X
90,2017-01-27,2.3,-2.6,6.5,0,7,2.7,-12.2,35.4,2.6,1018.8,1025.9,1010.1,1021.1,9.2,0,X
90,2017-01-28,1.9,-3.9,6.4,,2.7,1.3,-10.1,41,3,1023.3,1027.8,1022.5,1025.6,8.4,-0.2,X
90,2017-01-29,3,0.6,5.7,6.8,2.7,1.2,-2.1,73.3,5.4,1015.6,1022.6,1014.4,1017.9,0,0,X
90,2017-01-30,-1.3,-6.5,2.7,16.8,6.2,1.9,-4.3,81.3,4.5,1019,1027.6,1012.9,1021.3,2,-0.1,X
90,2017-01-31,-2.6,-7.6,3.5,,2.4,1.1,-10.6,56,2.8,1022.6,1027.8,1022.4,1024.9,5.9,0,X
90,2017-02-01,0,-3.4,4.2,,4.8,1.8,-13.8,35.1,2.1,1021.7,1026.2,1021,1024,8.9,0,X
90,2017-02-02,2.3,-5.2,6.6,,8.1,3.2,-15.5,26.9,1.9,1020.4,1026,1020,1022.6,9.8,0,X
90,2017-02-03,4.1,-0.3,9.3,,3.4,1.3,-8.8,38.8,3.2,1020.2,1024.8,1021,1022.4,9.8,0,X
90,2017-02-04,6,-0.7,10.6,,1.9,1.1,-7.7,37.4,3.5,1016.1,1021.3,1014.7,1018.3,4.6,0,X
90,2017-02-05,4.9,2.8,7.5,0,4.1,1.8,-2.8,57.5,5,1008.2,1014.7,1007.5,1010.4,1.4,0.2,X
90,2017-02-06,1.6,-0.9,4.8,,4.3,1.6,-8.9,45.5,3.1,1016.4,1023.8,1010.6,1018.7,9.3,1.5,X
90,2017-02-07,1.5,-2,4.7,,3.1,1.4,-9.7,43.3,3,1021.8,1026.4,1022.4,1024.1,2.8,0.4,X
90,2017-02-08,2.6,-0.9,6.3,,3.1,1.6,-7,50,3.7,1014.1,1022.4,1012.6,1016.4,5.8,1.8,X
90,2017-02-09,-1.5,-5,3.1,,4.9,2.2,-13.3,40.6,2.2,1008.9,1012.8,1009.1,1011.2,5.7,1.4,X
90,2017-02-10,-4.3,-8.2,-0.3,,5.3,2,-16.8,37.8,1.6,1011.9,1017.2,1012.3,1014.2,9.9,-0.4,X
90,2017-02-11,-2.2,-7.6,1.8,,5.3,2.2,-15.7,35.3,1.8,1018.1,1023.4,1016.9,1020.4,10,0.2,X
90,2017-02-12,0.6,-4.1,5,,3.1,1.7,-11.1,41.3,2.7,1023.2,1027,1023.2,1025.5,10.1,1.1,X
90,2017-02-13,2.4,-1.7,6.8,,4.8,2,-12.2,33.5,2.4,1025.9,1030,1026.5,1028.2,9.9,1.2,X
90,2017-02-14,2.3,-0.7,5.8,,4.3,1.7,-7,50.9,3.7,1028.4,1032.5,1029.2,1030.7,9.2,1.9,X
90,2017-02-15,6.5,-2,12.8,,4,1.5,-7.6,36.9,3.6,1022.8,1029.7,1020.3,1025,9.8,2.6,X
90,2017-02-16,11.2,5.1,14.7,,7.8,3.1,-4.8,34.8,4.7,1012.8,1021.1,1010.3,1015,9.3,6.1,X
90,2017-02-17,6.4,0.9,13.8,0,9.9,3.4,-1.3,58.9,6,1013.8,1019.6,1008.9,1016,9.2,7,X
90,2017-02-18,1.5,-2.5,5.9,0,7.7,2.6,-14.2,31.5,2.1,1018.9,1022.4,1019.5,1021.2,7.8,2.9,X
90,2017-02-19,4.5,-1.1,8.9,,5.3,1.8,-6,47.3,4.2,1010.8,1021.8,1003.1,1013,2.7,3.8,X
90,2017-02-20,2.9,-2.2,9,0,11.4,3.6,-6.3,53.1,4.2,1010.9,1026.4,1002.7,1013.2,8.7,4.1,X
90,2017-02-21,1.1,-4.3,6.2,,4.5,1.8,-7.9,51.8,3.5,1026.4,1031.6,1024.7,1028.7,9.3,3.5,X
90,2017-02-22,3.5,0.5,8.1,3.2,3.2,1.3,-0.7,75.9,5.9,1013.4,1025,1008.1,1015.6,0.1,2.5,X
90,2017-02-23,2.5,-1,6.3,,6.1,2.2,-7.1,51.6,3.7,1012.3,1019.8,1007.9,1014.6,9.6,3.3,X
90,2017-02-24,1.7,-3.5,6.9,,6.2,2.1,-12.1,36.8,2.5,1018.2,1022.3,1018.4,1020.5,10.4,3.1,X
90,2017-02-25,4.9,-0.6,9.6,,5.8,2.1,-8.8,37.4,3.1,1016.5,1020.5,1016.1,1018.7,9.9,4.5,X
90,2017-02-26,3.9,0.5,7.7,,3.6,1.7,-5.9,49.6,4,1022,1026.8,1020,1024.3,10.1,5.8,X
90,2017-02-27,5.1,-0.3,10.1,0,4.5,2,-2.8,58.1,5.1,1024,1027.9,1024.9,1026.2,8.3,6.1,X
90,2017-02-28,8.7,0.4,14.3,,3.8,1.3,-5,39.1,4.3,1019.7,1025.5,1018.8,1022,9.8,6.6,X
90,2017-03-01,8,4.5,11.5,0.2,3.4,1.3,0,60.8,6.2,1013.3,1019.1,1011.6,1015.5,0,6.6,X
90,2017-03-02,3.2,0.7,5.4,7.9,5.8,1.6,0.7,84.6,6.5,1011,1017,1009.6,1013.3,0,2.9,X
90,2017-03-03,7.2,-1.7,12.3,,4.5,2,-6.4,38.6,3.8,1014.1,1018.5,1014.1,1016.3,9.8,5.3,X
90,2017-03-04,6.5,2.8,11.3,0,4.5,1.6,-1,60.9,5.8,1015.9,1019.2,1016.2,1018.2,5.8,4.4,X
90,2017-03-05,6,0.1,10.9,1.7,3.1,1.2,2.3,78.4,7.3,1012,1017.8,1011,1014.2,4.6,7.8,X
90,2017-03-06,2.1,-0.7,6.3,6.5,8.1,3.2,-6.1,59.6,4.3,1010.5,1015,1010.5,1012.8,8.1,3.2,X
90,2017-03-07,1.1,-2.4,6.2,,4.9,2.8,-15,29.6,1.9,1010.2,1014.6,1010.3,1012.5,10.6,4.7,X
90,2017-03-08,2.2,-2.8,6.9,,5.3,2.3,-10.7,38.6,2.8,1007.9,1013.1,1007.8,1010.1,10.6,4.8,X
90,2017-03-09,5.6,0.8,10.6,0,6.1,3,-8.4,36.3,3.3,1006.8,1012,1005.7,1009,9.3,6.9,X
90,2017-03-10,6.1,1.7,10.7,,6.4,2,-7.4,38.4,3.6,1014.6,1019.6,1011.9,1016.9,10.9,8.1,X
90,2017-03-11,8.6,3.2,13.2,,4.7,2,-4.3,40.6,4.5,1019.3,1023.4,1019.5,1021.5,10.8,8.9,X
90,2017-03-12,11.6,8.2,14.9,,5.6,1.5,-2,39.4,5.4,1016,1020.8,1015.4,1018.2,0.9,8.8,X
90,2017-03-13,6.4,2.3,10.2,,6.5,2.3,-3.2,51.1,4.9,1015.8,1020.3,1016.5,1018,10.4,10.6,X
90,2017-03-14,3.2,0.6,6.4,8.3,5.8,1.9,-0.9,75.5,5.8,1017.1,1022,1017.1,1019.4,0.8,3.9,X
90,2017-03-15,5,1,8.9,,3.9,1.9,-3.3,55.3,4.8,1021.1,1024.8,1021.9,1023.3,9.6,8.3,X
90,2017-03-16,6.2,-0.4,11.7,,3.4,1.5,0,65.4,6.2,1018.5,1022.8,1018.9,1020.7,10.5,9.6,X
90,2017-03-17,8,2.5,13.5,,3,1.4,-2.4,47.9,5.2,1019.8,1023.4,1020.3,1022,11,10.9,X
90,2017-03-18,12.5,7.2,18.5,,4.8,1.4,-2.9,34.9,5.1,1019.6,1023.3,1019.6,1021.8,6.4,11.7,X
90,2017-03-19,10.2,4.7,14.6,,3.4,1.6,-0.1,49,6.1,1022.9,1027.7,1023.2,1025.2,10.6,13.1,X
