L1cati1n,A/T(°C),MI/T(°C),MA/T(°C),D/P(mm),MA/W,A/W(m/s),A/PT(°C),A/RH(P),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(°C),T/RYN
90.00,27.10,23.40,30.50,0.00,3.90,1.70,24.10,84.30,30.10,1004.40,1007.60,1005.00,1006.40,5.10,30.00,0.00
90.00,26.70,25.10,29.80,5.80,3.50,1.20,24.60,89.30,30.90,1005.80,1009.40,1006.40,1007.90,0.10,28.50,0.00
90.00,27.00,24.40,30.80,0.00,3.10,1.30,24.50,87.00,30.70,1006.10,1009.10,1007.00,1008.10,6.50,29.70,0.00
90.00,25.90,23.00,29.90,3.40,2.80,1.20,23.20,86.00,28.50,1005.40,1008.40,1006.50,1007.40,4.40,29.50,0.00
90.00,26.40,22.90,30.30,0.00,2.50,1.50,23.20,83.10,28.40,1005.70,1008.70,1006.90,1007.80,9.30,29.50,0.00
90.00,26.20,22.50,30.00,0.00,4.00,1.90,22.60,81.10,27.40,1006.00,1009.00,1007.00,1008.00,11.20,29.70,0.00
90.00,25.60,23.30,28.70,0.00,4.40,1.20,22.10,81.90,26.60,1005.10,1008.30,1006.20,1007.10,1.90,26.90,0.00
90.00,25.80,22.00,31.70,31.50,9.50,1.70,22.50,83.40,27.20,1002.30,1006.60,1001.80,1004.30,4.40,28.00,0.00
90.00,19.60,15.90,24.10,18.90,9.90,2.50,14.70,75.30,16.80,1010.70,1014.00,1006.30,1012.80,8.30,23.90,0.00
90.00,21.80,16.20,25.40,0.00,4.20,2.10,15.00,66.10,17.10,1009.90,1014.20,1009.50,1012.00,8.80,23.50,0.00
90.00,19.60,16.90,23.00,65.40,7.80,3.70,16.90,85.50,19.30,1004.70,1009.60,1005.10,1006.80,0.00,20.10,0.00
90.00,19.20,15.30,22.10,14.50,8.40,4.00,15.30,78.90,17.40,999.70,1005.40,996.70,1001.80,0.10,19.40,0.00
90.00,19.60,16.80,22.80,5.60,4.50,1.80,15.20,76.30,17.30,987.60,996.80,984.40,989.60,0.60,19.80,0.00
90.00,21.20,19.30,23.00,1.00,6.80,2.90,12.80,59.00,14.80,981.90,991.20,979.40,983.90,0.00,18.50,0.00
90.00,22.80,19.00,28.60,3.50,7.70,2.40,17.10,72.10,19.80,997.90,1005.60,990.90,999.90,9.80,22.20,0.00
90.00,21.60,18.50,24.60,0.00,5.10,1.90,19.20,87.00,22.30,1006.50,1010.80,1005.00,1008.60,2.60,22.30,0.00
90.00,20.70,18.60,22.50,17.90,3.30,0.80,20.40,98.80,24.00,1008.40,1011.90,1009.50,1010.50,0.00,21.90,0.00
90.00,21.80,21.00,23.00,2.40,4.60,1.80,21.10,96.10,24.90,1010.60,1013.70,1011.80,1012.70,0.00,22.90,0.00
90.00,22.30,21.00,24.60,0.10,2.90,1.00,21.20,94.00,25.10,1008.30,1012.00,1008.90,1010.40,1.20,24.20,0.00
90.00,23.00,20.60,25.90,0.00,3.90,1.20,21.10,89.50,25.10,1005.50,1009.50,1005.90,1007.60,8.20,24.90,0.00
90.00,22.50,20.00,25.40,0.00,3.00,1.10,19.50,83.80,22.70,1004.20,1007.20,1005.50,1006.30,6.90,24.70,0.00
90.00,21.40,20.00,24.20,0.30,6.20,1.70,19.60,90.40,22.90,1005.40,1009.40,1005.80,1007.50,1.50,23.40,0.00
90.00,20.90,18.70,24.10,16.20,4.40,1.40,19.00,89.80,22.00,1008.60,1013.00,1008.90,1010.70,1.80,22.60,0.00
90.00,21.80,19.50,24.90,9.30,3.80,1.70,20.40,92.00,23.90,1011.80,1015.00,1012.40,1013.90,5.50,24.10,0.00
90.00,21.70,19.80,24.80,8.70,4.10,1.20,20.80,95.00,24.60,1014.20,1018.10,1014.50,1016.30,3.50,24.00,0.00
90.00,20.40,18.30,23.40,41.80,5.90,1.60,19.10,92.60,22.10,1015.60,1018.60,1016.50,1017.70,1.30,22.60,0.00
90.00,20.20,17.20,22.90,0.70,6.70,1.80,19.10,93.80,22.10,1017.20,1020.20,1017.70,1019.30,2.90,22.30,0.00
90.00,21.00,18.50,24.10,0.00,3.70,1.20,19.50,91.30,22.60,1015.80,1020.10,1016.40,1017.90,5.70,23.70,0.00
90.00,21.50,18.40,24.30,0.00,3.60,1.40,20.00,91.50,23.40,1013.80,1017.30,1014.60,1015.90,6.70,23.70,0.00
90.00,22.10,19.00,25.60,0.00,2.90,0.80,18.30,80.00,21.20,1011.50,1015.00,1012.50,1013.60,6.10,23.40,0.00
90.00,20.40,18.60,23.60,0.10,3.10,1.20,18.00,86.80,20.70,1011.30,1014.90,1012.30,1013.40,1.70,22.40,0.00
90.00,21.20,19.80,23.30,0.80,4.30,2.50,17.20,78.60,19.70,1012.50,1015.50,1013.80,1014.60,3.00,22.20,0.00
90.00,19.00,15.10,21.00,0.00,5.60,2.70,14.30,75.50,16.40,1014.10,1018.30,1014.40,1016.30,0.00,19.70,0.00
90.00,17.40,14.00,21.20,0.00,5.00,2.50,12.90,75.80,14.90,1017.00,1021.20,1017.60,1019.20,11.20,19.50,0.00
90.00,17.90,14.10,21.40,0.00,3.20,1.80,14.20,79.60,16.30,1020.20,1024.00,1020.80,1022.40,10.10,19.70,0.00
90.00,18.60,15.40,21.60,0.00,3.60,1.60,15.20,81.50,17.40,1017.50,1021.90,1018.30,1019.60,6.10,20.90,0.00
90.00,18.20,13.20,22.70,0.00,3.70,1.60,14.80,81.30,17.00,1015.20,1019.00,1015.90,1017.30,10.70,20.30,0.00
90.00,19.50,14.90,23.60,0.00,3.10,1.30,16.60,84.00,19.10,1013.80,1017.50,1014.80,1015.90,9.60,21.30,0.00
90.00,21.00,16.40,27.70,0.00,4.30,1.00,16.90,78.40,19.30,1013.50,1016.70,1014.50,1015.60,5.80,22.00,0.00
90.00,20.00,17.10,23.30,0.00,3.20,1.20,17.90,88.30,20.60,1014.80,1018.40,1015.60,1016.90,3.80,21.50,0.00
90.00,19.40,17.50,20.90,2.90,2.90,0.90,18.40,94.40,21.20,1012.80,1017.10,1013.50,1014.90,0.00,20.40,0.00
90.00,18.00,14.20,23.20,21.20,5.70,2.20,16.50,91.40,18.80,1014.60,1019.60,1012.90,1016.80,0.30,19.40,0.00
90.00,16.30,14.00,20.20,0.10,3.00,1.00,12.70,80.80,14.70,1017.10,1021.20,1017.50,1019.30,0.60,18.30,0.00
90.00,18.10,13.70,22.30,0.00,2.70,1.20,15.30,84.80,17.50,1013.10,1017.70,1013.10,1015.20,3.40,19.40,0.00
90.00,19.00,16.10,22.20,0.00,2.90,1.40,17.20,89.80,19.60,1015.60,1019.50,1016.20,1017.70,5.20,20.30,0.00
90.00,17.90,15.10,21.30,14.30,3.60,0.90,16.30,90.90,18.60,1013.40,1017.80,1010.10,1015.50,0.00,19.00,0.00
90.00,18.00,15.10,21.30,52.30,4.80,1.50,16.60,91.90,18.90,1007.10,1012.00,1007.10,1009.20,6.00,19.60,0.00
90.00,17.90,13.90,20.90,0.00,6.50,1.70,14.70,82.10,16.80,1016.30,1020.60,1012.00,1018.50,1.90,17.80,0.00
90.00,17.60,15.20,19.90,9.30,4.60,1.80,16.20,91.90,18.40,1010.20,1017.40,1008.60,1012.30,2.30,18.90,0.00
90.00,16.90,14.40,19.70,1.20,5.20,1.50,14.80,88.30,16.80,1019.60,1025.60,1014.60,1021.80,2.50,17.30,0.00
90.00,17.70,15.80,20.90,3.20,5.40,1.70,15.50,87.90,17.60,1018.70,1025.20,1014.70,1020.90,0.70,18.20,0.00
90.00,18.80,15.00,23.60,0.00,4.50,1.90,9.60,58.50,12.40,1007.00,1014.90,1006.00,1009.10,6.70,18.70,0.00
90.00,12.10,9.40,15.80,0.00,5.50,2.20,3.60,58.00,8.00,1016.20,1020.50,1010.60,1018.40,10.60,15.00,0.00
90.00,12.80,8.20,16.80,0.00,4.70,2.00,7.20,70.10,10.30,1018.80,1023.20,1018.90,1021.00,10.60,15.10,0.00
90.00,16.80,8.90,23.60,0.00,3.60,1.70,7.60,56.40,10.50,1016.00,1019.60,1015.90,1018.10,8.40,15.50,0.00
90.00,13.60,10.20,16.90,0.00,5.50,1.70,9.00,74.40,11.50,1020.20,1024.40,1019.30,1022.40,1.00,14.60,0.00
90.00,14.20,10.00,18.40,0.00,3.00,1.50,6.90,63.00,10.00,1020.20,1024.10,1021.00,1022.40,10.30,15.20,0.00
90.00,17.70,11.80,22.80,0.00,2.80,1.10,10.80,64.60,13.00,1022.10,1025.60,1022.60,1024.20,9.20,16.50,0.00
90.00,18.30,13.90,23.70,0.00,3.90,1.30,12.40,69.10,14.50,1022.30,1026.20,1023.20,1024.50,9.50,17.20,0.00
90.00,16.70,13.70,19.60,0.00,3.20,0.90,13.60,82.90,15.60,1016.40,1023.30,1015.20,1018.60,0.00,16.40,0.00
90.00,18.90,13.90,24.20,0.00,3.30,1.40,11.30,63.00,13.50,1013.30,1017.40,1013.70,1015.40,6.70,17.40,0.00
90.00,16.80,13.70,19.90,1.00,4.40,1.60,14.10,85.10,16.20,1018.40,1022.50,1017.40,1020.50,0.70,16.30,0.00
90.00,18.50,12.40,23.20,0.00,4.50,1.40,12.50,71.00,14.70,1013.80,1019.90,1013.00,1015.90,9.90,17.10,0.00
90.00,16.30,13.20,21.70,2.20,7.50,2.50,11.60,76.40,13.80,1019.20,1025.00,1014.20,1021.30,3.20,15.40,0.00
90.00,14.00,11.90,15.90,14.90,5.20,2.20,12.90,93.40,14.90,1019.80,1024.80,1018.90,1022.00,0.00,14.80,0.00
90.00,15.10,12.20,18.00,5.50,6.80,2.10,12.90,87.10,14.90,1014.20,1019.20,1013.30,1016.30,3.00,15.80,0.00
90.00,10.70,7.50,12.70,2.60,5.60,2.10,7.40,81.10,10.30,1019.10,1022.70,1018.70,1021.30,0.00,12.80,0.00
90.00,12.00,5.80,17.50,0.00,4.00,1.80,7.40,75.10,10.30,1016.20,1021.20,1014.40,1018.40,10.10,12.70,0.00
90.00,12.90,10.90,16.60,9.30,5.30,1.50,11.20,89.90,13.30,1008.70,1015.10,1007.60,1010.90,3.80,13.60,0.00
90.00,15.40,10.50,19.70,0.00,4.20,1.00,9.80,70.50,12.30,1016.20,1023.40,1014.20,1018.40,1.70,13.60,0.00
90.00,14.80,12.30,18.00,0.00,5.10,2.10,10.60,77.00,12.80,1022.40,1028.30,1020.50,1024.60,3.90,14.90,0.00
90.00,14.40,11.10,18.00,4.10,7.60,2.30,10.30,77.10,12.70,1014.60,1020.50,1013.30,1016.80,1.70,14.60,0.00
90.00,8.80,6.60,11.30,8.60,8.10,2.20,3.80,72.00,8.10,1023.50,1027.40,1020.10,1025.70,0.30,11.10,0.00
90.00,8.40,3.30,12.90,0.00,3.20,1.60,1.50,52.50,5.60,1025.20,1030.60,1024.20,1027.50,10.00,10.00,0.00
90.00,10.30,5.90,13.10,0.00,5.00,2.40,1.00,45.90,5.80,1021.40,1025.80,1021.80,1023.60,0.90,8.90,0.00
90.00,5.10,1.70,9.00,0.00,4.60,2.20,4.40,51.80,4.70,1025.60,1029.10,1024.60,1027.80,7.00,7.40,0.00
90.00,7.00,1.20,11.80,0.00,5.50,2.10,6.70,38.40,3.80,1022.60,1028.40,1021.80,1024.90,9.80,7.50,0.00
90.00,10.20,4.60,14.70,0.00,4.00,1.80,0.90,47.40,5.80,1017.70,1022.80,1017.40,1019.90,8.40,9.00,0.00
90.00,14.40,9.50,18.70,0.00,4.20,1.60,5.20,54.30,8.90,1011.20,1018.10,1010.20,1013.30,4.90,11.20,0.00
90.00,16.50,10.00,20.80,1.80,8.30,2.80,7.80,58.60,10.60,1009.70,1023.10,1007.00,1011.80,9.20,13.50,0.00
90.00,8.50,8.00,10.10,17.30,5.40,3.20,7.60,94.30,10.50,1026.00,1029.90,1023.10,1028.20,0.00,9.70,0.00
90.00,11.30,8.40,14.20,1.40,5.40,1.00,9.50,89.90,11.90,1019.40,1028.10,1016.30,1021.60,1.90,12.10,0.00
90.00,7.80,4.50,13.10,7.80,7.10,2.30,2.50,70.40,7.50,1020.20,1028.40,1015.90,1022.50,0.90,9.30,0.00
90.00,3.60,0.90,7.60,0.00,3.50,1.70,4.40,57.00,4.50,1026.40,1030.10,1027.50,1028.60,9.40,6.10,0.00
90.00,6.20,2.00,10.10,0.00,2.80,1.30,1.20,71.00,6.70,1019.20,1028.30,1016.20,1021.50,1.00,6.70,0.00
90.00,10.00,5.30,14.80,0.00,5.50,1.90,0.00,53.50,6.30,1014.40,1021.40,1013.30,1016.60,8.00,8.50,0.00
90.00,12.70,5.80,17.70,0.00,3.70,1.50,3.20,53.90,7.80,1018.10,1022.30,1017.70,1020.20,8.70,9.40,0.00
90.00,12.40,8.60,15.90,0.00,3.90,1.20,9.50,83.00,11.80,1019.90,1024.60,1020.10,1022.10,3.00,12.00,0.00
90.00,14.40,8.00,19.20,0.00,5.00,1.90,9.60,75.30,12.00,1011.80,1020.30,1010.40,1013.90,4.90,11.20,0.00
90.00,9.60,5.20,16.10,0.00,6.40,2.30,0.60,50.80,5.90,1016.70,1022.00,1012.00,1018.90,9.20,9.30,0.00
90.00,8.10,2.90,14.50,0.00,4.40,1.70,2.70,47.80,5.10,1019.10,1023.40,1019.70,1021.30,8.90,7.20,0.00
90.00,8.30,4.70,13.70,0.00,2.30,1.20,1.90,64.90,7.10,1022.10,1025.50,1022.90,1024.30,8.70,7.90,0.00
90.00,11.00,4.50,16.10,0.00,2.10,1.00,4.30,64.90,8.40,1015.30,1022.90,1013.60,1017.50,3.00,8.90,0.00
90.00,14.40,11.00,17.70,0.00,6.20,1.50,7.10,62.50,10.20,1009.90,1013.90,1009.70,1012.00,7.70,12.00,0.00
90.00,12.50,7.20,17.20,0.00,5.70,2.60,2.20,50.10,7.30,1017.80,1022.60,1013.00,1020.00,8.70,10.90,0.00
90.00,9.40,5.60,12.50,0.00,5.70,1.40,2.50,62.50,7.40,1017.60,1022.80,1016.90,1019.80,0.20,8.70,0.00
90.00,5.60,0.50,10.10,12.50,7.70,2.30,3.10,84.60,7.70,1018.70,1025.40,1017.10,1020.90,0.00,7.00,0.00
90.00,2.40,1.40,5.60,0.00,4.80,2.00,3.80,64.80,4.70,1022.80,1027.70,1023.60,1025.10,5.30,4.40,0.00
90.00,1.70,2.50,6.20,0.00,5.50,1.90,15.10,27.80,1.90,1021.30,1024.80,1021.90,1023.60,9.20,1.80,0.00
90.00,2.40,2.10,7.40,0.00,4.50,1.40,12.40,33.50,2.50,1023.40,1028.60,1024.10,1025.70,8.10,2.00,0.00
90.00,3.70,0.70,6.60,0.00,2.80,1.20,4.80,55.30,4.50,1020.50,1027.80,1019.80,1022.80,0.10,2.10,0.00
90.00,6.00,3.40,9.40,0.00,6.40,2.30,2.50,55.10,5.20,1017.70,1021.80,1017.80,1019.90,8.00,4.20,0.00
90.00,4.00,0.40,8.50,0.00,5.00,1.60,6.20,48.00,3.90,1022.70,1027.50,1021.70,1024.90,8.80,3.10,0.00
90.00,4.40,0.50,8.10,0.00,3.00,1.70,4.60,53.40,4.50,1030.70,1035.00,1027.50,1033.00,7.80,3.40,0.00
90.00,7.20,3.40,11.70,0.00,4.90,1.30,2.70,74.40,7.50,1022.50,1034.40,1018.10,1024.80,1.40,5.80,0.00
90.00,6.90,1.90,10.00,0.00,9.90,4.00,9.90,30.40,3.10,1019.60,1027.40,1016.30,1021.80,8.50,5.10,0.00
90.00,7.80,1.60,13.50,0.00,3.60,1.50,11.30,25.80,2.70,1023.00,1027.10,1023.00,1025.30,9.10,3.70,0.00
90.00,8.20,1.50,13.20,0.00,3.30,1.40,1.90,49.40,5.40,1020.80,1026.60,1018.90,1023.10,8.50,4.90,0.00
90.00,10.30,6.80,13.20,0.00,3.90,1.40,2.80,41.00,5.10,1012.60,1018.90,1012.60,1014.80,0.30,6.30,0.00
90.00,9.40,5.10,14.10,0.00,7.10,3.10,0.20,53.30,6.30,1011.60,1017.50,1011.60,1013.80,4.30,7.50,0.00
90.00,3.30,0.20,6.90,0.00,5.90,2.10,12.70,30.50,2.30,1020.50,1025.20,1017.50,1022.80,8.90,2.60,0.00
90.00,4.60,1.50,7.80,0.00,8.60,2.30,5.80,46.90,4.00,1017.10,1022.50,1017.00,1019.40,6.40,3.70,0.00
90.00,4.50,1.20,10.30,0.00,6.70,2.30,5.20,50.00,4.20,1014.10,1020.90,1012.30,1016.40,5.10,2.50,0.00
90.00,4.40,0.30,8.10,0.00,5.30,1.80,4.80,53.10,4.50,1014.90,1023.60,1011.40,1017.20,8.60,4.00,0.00
90.00,1.40,2.60,6.00,0.00,2.80,1.30,10.40,41.90,2.80,1022.40,1026.30,1022.90,1024.70,8.90,1.40,0.00
90.00,1.90,2.40,6.80,0.00,3.10,1.50,8.70,45.80,3.30,1025.10,1029.60,1024.90,1027.40,8.90,1.40,0.00
90.00,5.60,2.20,9.90,0.00,3.80,1.30,9.70,32.40,3.00,1020.10,1025.50,1019.70,1022.30,1.50,2.20,0.00
90.00,6.60,3.70,9.90,11.00,6.50,3.00,0.60,67.90,6.50,1016.60,1020.30,1017.40,1018.80,3.60,4.30,0.00
90.00,0.90,0.60,4.30,16.20,6.80,2.70,0.50,90.10,5.90,1018.00,1021.80,1018.80,1020.30,0.30,2.40,0.00
90.00,0.80,4.60,2.70,0.00,4.50,2.00,7.60,61.10,3.50,1018.50,1023.40,1018.70,1020.80,7.90,1.40,0.00
90.00,0.50,6.10,4.10,0.00,4.90,1.80,15.10,34.60,2.00,1019.80,1024.20,1019.60,1022.10,8.90,0.60,0.00
90.00,7.10,1.30,10.30,0.00,7.10,3.20,3.70,46.40,4.60,1022.50,1027.30,1021.10,1024.70,8.40,2.60,0.00
90.00,8.80,5.70,12.30,0.00,4.90,1.80,1.50,48.90,5.50,1024.20,1028.10,1025.20,1026.40,2.50,5.20,0.00
90.00,8.50,5.00,12.70,0.00,2.20,0.90,3.20,69.90,7.70,1021.80,1026.70,1022.20,1024.00,3.20,6.20,0.00
90.00,7.00,3.40,11.40,0.00,4.00,1.40,4.40,84.40,8.40,1025.00,1029.30,1022.80,1027.20,2.10,5.50,0.00
90.00,7.40,2.40,11.20,23.40,5.20,1.60,5.60,89.00,9.20,1021.70,1028.20,1014.30,1024.00,2.20,6.10,0.00
90.00,5.10,3.10,11.20,34.90,8.00,2.50,4.00,92.50,8.20,1006.80,1014.20,1005.60,1009.00,0.00,6.10,0.00
90.00,2.70,0.20,5.50,0.00,3.50,1.50,4.50,59.10,4.40,1013.60,1024.10,1010.30,1015.80,5.10,3.70,0.00
90.00,1.80,0.40,4.50,0.00,2.60,1.50,2.20,74.40,5.20,1026.60,1031.50,1024.10,1028.90,0.20,2.70,0.00
90.00,3.70,0.50,8.40,0.00,2.40,1.20,0.20,75.80,6.10,1026.80,1031.90,1025.30,1029.10,7.20,3.00,0.00
90.00,6.90,3.70,10.20,0.00,5.30,1.50,2.50,52.10,5.20,1017.20,1025.50,1015.50,1019.40,0.00,4.50,0.00
90.00,0.10,2.60,5.70,36.20,7.00,1.40,1.30,91.50,5.60,1018.40,1027.60,1015.00,1020.70,0.00,2.00,0.00
90.00,1.30,6.10,3.10,0.00,9.30,1.60,7.70,64.50,3.50,1024.70,1030.00,1023.50,1027.00,8.80,1.60,0.00
90.00,1.10,5.00,1.70,0.00,6.30,2.20,12.60,41.90,2.40,1023.70,1029.60,1023.20,1026.00,8.80,1.50,0.00
90.00,0.50,5.80,4.90,0.00,3.40,1.30,11.80,40.30,2.50,1025.70,1030.40,1025.70,1028.00,8.70,0.60,0.00
90.00,4.30,1.60,7.60,0.00,5.00,2.00,6.20,46.60,3.90,1024.50,1028.40,1025.50,1026.80,7.90,1.10,0.00
90.00,6.00,1.50,9.80,0.00,5.80,1.70,3.80,50.00,4.70,1022.10,1027.20,1020.80,1024.40,8.40,2.20,0.00
90.00,8.20,4.70,10.50,0.00,6.70,2.50,1.60,50.30,5.50,1016.60,1020.70,1016.80,1018.80,7.50,4.40,0.00
90.00,6.20,1.70,11.30,0.00,4.40,2.00,8.40,35.50,3.30,1017.90,1022.30,1018.50,1020.10,8.80,2.80,0.00
90.00,5.60,1.70,9.80,0.00,5.40,2.20,5.20,46.40,4.20,1020.50,1025.80,1018.50,1022.70,8.80,3.00,0.00
90.00,2.80,1.30,4.00,15.50,3.50,1.50,0.70,88.10,6.60,1028.10,1032.50,1025.70,1030.40,0.00,2.10,0.00
90.00,4.50,1.60,9.20,0.00,3.30,1.30,1.30,80.90,6.70,1024.70,1031.70,1023.80,1027.00,7.40,4.30,0.00
90.00,6.50,0.80,11.30,0.50,3.90,1.50,0.20,65.50,6.30,1019.30,1023.80,1019.70,1021.60,7.30,4.20,0.00
90.00,5.00,4.00,6.60,13.50,5.30,2.00,3.70,91.50,8.00,1013.00,1020.80,1010.90,1015.20,0.00,4.90,0.00
90.00,5.70,2.00,9.40,0.00,4.20,1.60,5.30,49.40,4.40,1010.20,1014.90,1009.40,1012.40,8.70,4.20,0.00
90.00,0.40,2.90,6.20,0.00,6.60,2.40,16.80,27.40,1.70,1016.80,1021.80,1014.30,1019.10,9.00,0.80,0.00
90.00,1.20,5.30,2.80,0.00,7.50,2.40,19.50,24.10,1.40,1018.30,1023.70,1017.80,1020.60,9.10,1.10,0.00
90.00,0.80,2.60,4.60,0.00,8.60,4.10,16.20,28.90,1.90,1010.50,1018.20,1009.00,1012.80,8.90,0.00,0.00
90.00,2.70,5.50,1.20,0.00,6.40,3.20,18.20,30.00,1.50,1010.40,1017.50,1009.00,1012.70,8.60,1.80,0.00
90.00,6.20,8.40,3.00,0.00,6.20,2.90,23.10,25.60,1.00,1019.10,1024.30,1017.50,1021.50,8.80,2.90,0.00
90.00,2.10,8.80,3.60,0.00,3.20,1.60,19.50,25.40,1.30,1021.30,1024.90,1021.80,1023.60,9.20,1.60,0.00
90.00,0.50,2.80,3.20,0.00,3.40,1.90,10.50,46.80,2.80,1026.20,1030.70,1024.20,1028.50,8.80,0.50,0.00
90.00,1.50,2.90,6.80,0.00,2.50,1.40,12.10,37.30,2.60,1027.10,1031.00,1028.00,1029.40,9.20,0.00,0.00
90.00,1.90,1.60,6.00,0.00,5.40,1.90,8.90,44.60,3.10,1025.30,1029.60,1025.40,1027.60,4.40,0.80,0.00
90.00,1.30,3.10,6.40,0.00,2.20,1.20,6.60,56.40,3.80,1020.10,1027.50,1016.70,1022.40,7.80,0.70,0.00
90.00,2.00,5.60,1.30,29.30,6.00,1.90,4.90,83.00,4.30,1016.50,1025.50,1012.80,1018.80,0.00,0.50,0.00
90.00,3.60,8.90,0.20,0.00,7.50,1.70,9.00,66.60,3.10,1021.10,1026.30,1019.40,1023.40,7.30,0.20,0.00
90.00,5.30,9.40,1.30,0.00,4.70,1.70,15.50,46.60,1.90,1020.00,1025.30,1018.80,1022.40,9.20,0.20,0.00
90.00,6.10,11.20,1.00,0.00,3.50,1.60,17.30,41.90,1.60,1024.90,1028.30,1025.00,1027.30,9.10,0.30,0.00
90.00,4.20,7.80,1.20,0.00,3.10,1.40,16.80,37.80,1.70,1028.50,1032.10,1028.20,1030.90,9.30,0.30,0.00
90.00,2.10,9.10,3.80,0.00,2.90,1.30,15.50,35.80,1.80,1028.30,1032.20,1029.40,1030.60,9.40,0.20,0.00
90.00,2.20,6.80,7.30,0.00,5.70,2.00,10.30,40.40,3.10,1019.10,1029.90,1012.30,1021.30,4.90,0.10,0.00
90.00,2.30,2.60,6.50,0.00,7.00,2.70,12.20,35.40,2.60,1018.80,1025.90,1010.10,1021.10,9.20,0.00,0.00
90.00,1.90,3.90,6.40,0.00,2.70,1.30,10.10,41.00,3.00,1023.30,1027.80,1022.50,1025.60,8.40,0.20,0.00
90.00,3.00,0.60,5.70,6.80,2.70,1.20,2.10,73.30,5.40,1015.60,1022.60,1014.40,1017.90,0.00,0.00,0.00
90.00,1.30,6.50,2.70,16.80,6.20,1.90,4.30,81.30,4.50,1019.00,1027.60,1012.90,1021.30,2.00,0.10,0.00
90.00,2.60,7.60,3.50,0.00,2.40,1.10,10.60,56.00,2.80,1022.60,1027.80,1022.40,1024.90,5.90,0.00,0.00
90.00,0.00,3.40,4.20,0.00,4.80,1.80,13.80,35.10,2.10,1021.70,1026.20,1021.00,1024.00,8.90,0.00,0.00
90.00,2.30,5.20,6.60,0.00,8.10,3.20,15.50,26.90,1.90,1020.40,1026.00,1020.00,1022.60,9.80,0.00,0.00
90.00,4.10,0.30,9.30,0.00,3.40,1.30,8.80,38.80,3.20,1020.20,1024.80,1021.00,1022.40,9.80,0.00,0.00
90.00,6.00,0.70,10.60,0.00,1.90,1.10,7.70,37.40,3.50,1016.10,1021.30,1014.70,1018.30,4.60,0.00,0.00
90.00,4.90,2.80,7.50,0.00,4.10,1.80,2.80,57.50,5.00,1008.20,1014.70,1007.50,1010.40,1.40,0.20,0.00
90.00,1.60,0.90,4.80,0.00,4.30,1.60,8.90,45.50,3.10,1016.40,1023.80,1010.60,1018.70,9.30,1.50,0.00
90.00,1.50,2.00,4.70,0.00,3.10,1.40,9.70,43.30,3.00,1021.80,1026.40,1022.40,1024.10,2.80,0.40,0.00
90.00,2.60,0.90,6.30,0.00,3.10,1.60,7.00,50.00,3.70,1014.10,1022.40,1012.60,1016.40,5.80,1.80,0.00
90.00,1.50,5.00,3.10,0.00,4.90,2.20,13.30,40.60,2.20,1008.90,1012.80,1009.10,1011.20,5.70,1.40,0.00
90.00,4.30,8.20,0.30,0.00,5.30,2.00,16.80,37.80,1.60,1011.90,1017.20,1012.30,1014.20,9.90,0.40,0.00
90.00,2.20,7.60,1.80,0.00,5.30,2.20,15.70,35.30,1.80,1018.10,1023.40,1016.90,1020.40,10.00,0.20,0.00
90.00,0.60,4.10,5.00,0.00,3.10,1.70,11.10,41.30,2.70,1023.20,1027.00,1023.20,1025.50,10.10,1.10,0.00
90.00,2.40,1.70,6.80,0.00,4.80,2.00,12.20,33.50,2.40,1025.90,1030.00,1026.50,1028.20,9.90,1.20,0.00
90.00,2.30,0.70,5.80,0.00,4.30,1.70,7.00,50.90,3.70,1028.40,1032.50,1029.20,1030.70,9.20,1.90,0.00
90.00,6.50,2.00,12.80,0.00,4.00,1.50,7.60,36.90,3.60,1022.80,1029.70,1020.30,1025.00,9.80,2.60,0.00
90.00,11.20,5.10,14.70,0.00,7.80,3.10,4.80,34.80,4.70,1012.80,1021.10,1010.30,1015.00,9.30,6.10,0.00
90.00,6.40,0.90,13.80,0.00,9.90,3.40,1.30,58.90,6.00,1013.80,1019.60,1008.90,1016.00,9.20,7.00,0.00
90.00,1.50,2.50,5.90,0.00,7.70,2.60,14.20,31.50,2.10,1018.90,1022.40,1019.50,1021.20,7.80,2.90,0.00
90.00,4.50,1.10,8.90,0.00,5.30,1.80,6.00,47.30,4.20,1010.80,1021.80,1003.10,1013.00,2.70,3.80,0.00
90.00,2.90,2.20,9.00,0.00,11.40,3.60,6.30,53.10,4.20,1010.90,1026.40,1002.70,1013.20,8.70,4.10,0.00
90.00,1.10,4.30,6.20,0.00,4.50,1.80,7.90,51.80,3.50,1026.40,1031.60,1024.70,1028.70,9.30,3.50,0.00
90.00,3.50,0.50,8.10,3.20,3.20,1.30,0.70,75.90,5.90,1013.40,1025.00,1008.10,1015.60,0.10,2.50,0.00
90.00,2.50,1.00,6.30,0.00,6.10,2.20,7.10,51.60,3.70,1012.30,1019.80,1007.90,1014.60,9.60,3.30,0.00
90.00,1.70,3.50,6.90,0.00,6.20,2.10,12.10,36.80,2.50,1018.20,1022.30,1018.40,1020.50,10.40,3.10,0.00
90.00,4.90,0.60,9.60,0.00,5.80,2.10,8.80,37.40,3.10,1016.50,1020.50,1016.10,1018.70,9.90,4.50,0.00
