지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr),다음날
90,2015-02-05,0.9,-2.5,2233,3.7,1516,5.67,,,,,7.5,7.6,360,326,4.9,360,326,1.8,1527,320,-1.9,63,1501,82.3,5.3,1019.8,1023.5,1101,1021,45,1022.1,10.4,4.9,,,,8.7,650,8.7,650,8.7,5,,0.1,-5.8,,,,,,,,,,,,,{진눈깨비}0320-{싸락눈}0340-{눈}0350-{시정(미만)}{1km}{눈}0410-{시정(미만)}{0.5km}{눈}0530-{눈}{강도1}0600-{시정(이상)}{0.5km}{눈}0610-{시정(이상)}{1km}{눈}0620-0830. {눈}1050-1120.,,X
90,2015-02-06,3.2,-2.4,248,7.1,1459,,,,,,,5.6,270,1909,3.3,160,1302,1.6,1406,290,-6.7,32,1756,49.3,3.7,1019.5,1023.2,1117,1020.6,1648,1021.7,10.4,9.6,,,,,,,,,0.3,0,2.3,-6.3,,,,,,,,,,,,,,,X
90,2015-02-07,4.4,0.8,6,7.1,1600,,,,,,,10.3,290,1816,6.5,290,1137,2.9,2474,290,-6.9,33,436,44.3,3.7,1015.5,1021.4,14,1015,2339,1017.8,10.5,1.8,,,,,,,,,6.1,3.1,0.5,-3.2,,,,,,,,,,,,,,,X
90,2015-02-08,-4.9,-8.6,2354,3.9,4,,,,,,,13.3,270,820,7.7,290,829,3.5,2986,290,-21.3,19,928,26.5,1.2,1018.6,1025.5,2350,1014.8,14,1020.9,10.5,9.8,,,,,,,,,0.4,0.4,-0.8,-11.6,,,,,,,,,,,,,,,X
90,2015-02-09,-3.1,-10.4,336,1.3,1418,,,,,,,17.6,290,1341,9.1,290,1347,4.4,3791,290,-18.5,19,920,29.6,1.5,1018.9,1026.2,736,1016.3,1913,1021.2,10.6,9.9,,,,,,,,,0,0,-1.9,-13.4,,,,,,,,,,,,,,,X
90,2015-02-10,3.6,-0.9,155,6.5,1349,,,,,,,13.3,290,1644,7.7,290,910,4,3476,290,-7.8,31,5,43.1,3.5,1011.6,1018,41,1010.9,1620,1013.8,10.6,9.5,,,,,,,,,1.3,1.3,0.6,-4.5,,,,,,,,,,,,,{연무}1220-1450.,,X
90,2015-02-11,4.4,0.4,2221,9.2,1424,,,,,,,12.5,290,752,6,270,12,3,2561,270,-7.3,22,1559,44.3,3.6,1008.2,1012.3,204,1008.7,1506,1010.4,10.6,9.6,,,,,,,,,2.9,0,2.8,-4,,,,,,,,,,,,,,,X
90,2015-02-12,0.2,-2.7,2237,4.2,1319,,,,,,,15.7,290,1344,8.7,290,1345,3.4,2971,290,-15.8,18,1342,29,1.8,1008.8,1015.9,2314,1008.3,1258,1011,10.7,10.1,,,,,,,,,0.9,0.9,0.4,-6.9,,,,,,,,,,,,,,,X
90,2015-02-13,1.1,-3.7,308,5.7,1621,,,,,,,11.9,290,237,5.6,290,851,3.1,2648,290,-16.3,20,1040,26,1.7,1013.8,1018.3,2357,1014.5,548,1016.1,10.7,10.3,,,,,,,,,0,0,1.1,-7.8,,,,,,,,,,,,,,,X
90,2015-02-14,6,-1,432,9.1,1342,,,,,,,14.6,290,1419,6.5,270,1423,3.4,2943,270,-5.8,28,2,42.9,4.2,1015.1,1019.5,2254,1014.8,1507,1017.3,10.7,9.4,,,,,,,,,2.3,1.8,3.1,-4.3,,,,,,,,,,,,,,,X
90,2015-02-15,6.5,3.8,700,9.3,1054,,,,,,,11.5,270,9,4.7,270,16,1.7,1491,140,1.6,44,27,72,6.9,1020.5,1024.3,1142,1018.4,35,1022.7,10.8,2.6,,,,,,,,,6.5,,3.5,-1.9,,,,,,,,,,,,,{연무}0620-0835. {박무}0830-{박무}{강도0}0900-0920. {연무}1210-1315. {박무}1310-{박무}{강도0}1500-1740. {박무}2250-{박무}{강도0}2400-,,O
90,2015-02-16,4,1.9,2303,6.2,39,17.08,,,,,16,9.6,290,347,4.6,180,1551,1.6,1360,180,3.4,76,40,97,7.8,1015,1022.7,6,1014.4,2355,1017.3,10.8,0,,,,,,,,,10,,3.7,2.1,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-{박무}{강도1}1200-{박무}{강도1}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400- {비}0655-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-,,O
90,2015-02-17,2.3,1.1,2329,3.8,848,14.75,,,,,4,10.5,360,917,7.8,360,917,2.7,2365,,1.5,77,2240,95.3,6.9,1013.1,1018.7,2306,1011.9,627,1015.3,10.8,2.2,,,,,,,,,9,,3.5,-0.5,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-0420. -{비}-{비}{강도0}0300-{비}{강도0}0600-0610. {비}0905-{진눈깨비}0915-{비}1020-{진눈깨비}1115-{비}1155-{비}{강도0}1200-{비}{강도0}1500-{진눈깨비}1625-1740.,,O
90,2015-02-18,2.9,1.2,2324,5.1,1215,3.25,,,,,1,6,20,1445,3.5,50,1247,1.6,1356,290,-0.6,68,1021,78.3,5.9,1018.2,1023.4,2255,1018.7,1,1020.5,10.9,2.6,,,,,,,,,8.4,8.1,3.1,-0.3,,,,,,,,,,,,,{눈}0820-{눈}{강도0}0900-0930. {비}2155-{눈}2240-{눈}{강도0}2400-,,O
90,2015-02-19,1.2,-1.2,2300,3.7,1320,10.17,,,,,2.2,4.8,340,840,3.5,360,852,1.5,1292,290,0.3,79,1710,94.6,6.3,1024.9,1028.7,1145,1023.4,1,1027.2,10.9,1.5,,,,1.1,900,1.1,900,1.1,7.9,,1.9,-5.1,,,,,,,,,,,,,-{눈}-{눈}{강도0}0300-{눈}{강도0}0600-{진눈깨비}0630-{눈}0810-{눈}{강도0}0900-1010.,,X
90,2015-02-20,3.4,-2.5,657,8.1,1423,,,,,,,7.3,160,1240,5.2,160,1242,2,1697,160,0.1,58,1132,80,6.2,1024.3,1028.6,850,1024.6,2344,1026.6,11,9.8,,,,,,,,,2.8,1.3,3.9,-6.3,,,,,,,,,,,,,,,O
90,2015-02-21,3.5,2.5,305,5,1057,4.17,,,,,1,5.6,360,417,4.2,360,1417,1.4,1241,,1.8,78,912,89.6,7,1017.4,1024.6,1,1015.3,2344,1019.7,11,0,,,,,,,,,9.8,,4,1.3,,,,,,,,,,,,,{박무}1235-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400- {비}1410-{비}{강도0}1500-{비}{강도0}1800-1820.,,X
90,2015-02-22,6.3,2.8,442,14.5,1250,,,,,,,19.4,290,1428,9.5,290,1530,3,2621,270,-1.2,30,1413,64.4,5.9,1009,1015.6,16,1006,1412,1011.3,11.1,7.9,,,,,,,,,4.6,,6,1,,,,,,,,,,,,,-{박무}-0240. {박무}0530-{박무}{강도0}0600-{박무}{강도0}0900-1030. {황사}1635-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,,X
90,2015-02-23,4.8,1.5,721,8.7,1515,,,,,,,12.8,290,2054,7.1,290,2055,4,3497,290,-8.7,26,1051,37.3,3.2,1013.7,1017.7,854,1014.9,9,1016,11.1,8.6,,,,,,,,,1.8,0.9,3.8,0,,,,,,,,,,,,,-{황사}-{황사}{강도1}0300-{황사}{강도1}0600-{황사}{강도1}0900-{황사}{강도1}1200-{황사}{강도1}1500-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,,X
90,2015-02-24,3.2,-0.3,2221,7.1,1137,,,,,,,9.6,290,137,5.7,290,137,2,1749,50,-6,30,1134,52.1,3.9,1015.2,1019.8,2214,1015.5,2,1017.4,11.1,10,,,,,,,,,0.6,0,3.8,-4.8,,,,,,,,,,,,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-1850.,,O
90,2015-02-25,4,-0.2,7,7.4,1258,0.5,,,,,0,6.9,360,2013,4.5,360,2020,1.8,1519,290,-1.1,45,952,70,5.7,1016.3,1021.8,841,1014.7,2357,1018.6,11.2,8.4,,,,,,,,,5.9,3.3,4.9,-3.4,,,,,,,,,,,,,{비}2150-2220.,,X
90,2015-02-26,4.5,-1,2339,8.6,920,,,,,,,19.3,290,1330,9.6,290,1336,4,3452,70,-7.7,25,1522,43.4,3.8,1011.9,1018,2244,1010.8,1512,1014.1,11.2,10,,,,,,,,,2.6,2.1,5.4,-3.4,,,,,,,,,,,,,,,X
90,2015-02-27,-0.6,-3.3,619,3.2,1536,,,,,,,12.1,270,13,5.6,230,45,2.5,2136,20,-12.2,29,1003,41.6,2.5,1023.7,1029.9,2141,1017.8,1,1026,11.2,9.6,,,,,,,,,2.8,1.3,2.9,-6.6,,,,,,,,,,,,,,,X
90,2015-02-28,3.3,-2.4,244,6.8,1503,,,,,,,6.3,160,1532,4.4,160,1606,1.7,1436,270,-5.9,34,944,51.6,4.1,1024.3,1030.7,903,1020.3,2400,1026.6,11.3,3,,,,,,,,,8.1,,3.5,-6.2,,,,,,,,,,,,,,,X
90,2015-03-01,5.3,2.9,2347,8.3,1415,,,,,,,16,290,1354,7.3,290,1358,3.2,2791,290,-6.8,32,1353,41.8,3.7,1013.4,1020.3,1,1012.2,1429,1015.6,11.3,9.4,,,,,,,,,3.4,,5.9,-1,,,,,,,,,,,,,{황사}2030-{황사}{강도0}2100-{황사}{강도0}2400-,,X
90,2015-03-02,6.2,0.8,641,11.5,1621,,,,,,,11.1,180,1541,4.4,290,1643,2,1737,270,-8.2,21,1151,36,3.4,1014.6,1018.6,151,1014.7,1705,1016.9,11.4,10.5,,,,,,,,,1,0.3,5.3,-5,,,,,,,,,,,,,-{황사}-0050.,,X
90,2015-03-03,5.4,3.7,234,7.5,1855,,,,,,,10.1,290,2356,4.8,270,2400,1.7,1477,50,-2.3,41,512,58.1,5.3,1008.1,1015.5,131,1006.5,1845,1010.3,11.4,1.4,,,,,,,,,9,,5.3,1.6,,,,,,,,,,,,,,,X
90,2015-03-04,0.4,-2.7,702,4.3,1,,,,,,,17.7,270,1157,10.6,290,1256,5.3,4580,290,-13.6,23,1153,34.8,2.2,1013.4,1023.7,2351,1007.3,1,1015.7,11.4,10.7,,,,,,,,,1.1,1,3.5,-4.9,,,,,,,,,,,,,,,X
90,2015-03-05,0,-3.7,704,4,1440,,,,,,,6.7,50,1139,4.7,50,1144,1.9,1605,290,-10.3,27,936,46.4,2.8,1024.7,1028.5,1101,1023.7,1,1027,11.5,10.3,,,,,,,,,3.1,0,3.9,-8.2,,,,,,,,,,,,,,,X
90,2015-03-06,1.6,-3.9,508,6.3,1236,,,,,,,5,50,1423,3.3,50,1429,1.5,1323,290,-3.3,45,855,71.6,5,1022.4,1027.2,1,1022.6,2400,1024.7,11.5,8.3,,,,,,,,,1.8,0.9,4.3,-7.5,,,,,,,,,,,,,,,X
90,2015-03-07,4.3,-2.1,354,8.8,1331,,,,,,,6.3,160,1721,4.2,160,1556,1.8,1576,110,-1.6,45,1702,66.5,5.5,1020.2,1023.7,2346,1021.1,1651,1022.5,11.6,10.7,,,,,,,,,0,0,5.8,-6,,,,,,,,,,,,,,,X
90,2015-03-08,5.4,0.8,513,9.1,1203,,,,,,,4.2,50,1550,3.2,50,1553,1.2,1027,290,0.1,41,308,70.4,6.4,1020.8,1026.2,904,1019,2350,1023.1,11.6,9,,,,,,,,,3.1,0,6.7,-4.4,,,,,,,,,,,,,{연무}1140-{연무}{강도0}1200-{연무}{강도0}1500-1630. {박무}1930-{박무}{강도0}2100-{박무}{강도0}2400-,,X
90,2015-03-09,5.1,-2.5,2352,11.9,1349,,,,,,,13.9,290,1522,7.3,290,1529,3.1,2708,290,-6.8,20,1554,47.9,4.3,1013.5,1019.2,52,1012.3,1420,1015.7,11.7,7.4,,,,,,,,,4.9,4.1,7.8,-3.6,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-0450.,,X
90,2015-03-10,-1.1,-5,633,3.6,1535,,,,,,,13.6,290,1353,7.9,290,1354,4.4,3768,290,-19.2,17,1136,24.3,1.3,1016.6,1021.7,911,1016,1550,1018.9,11.7,10.8,,,,,,,,,0.5,0.5,2.7,-6.5,,,,,,,,,,,,,,,O
90,2015-03-11,2.2,-1.9,1,6.3,1403,1.25,,,,,0,15.8,290,200,8.5,290,433,4.9,4245,290,-13.4,19,2000,31,2.3,1013.3,1019.1,114,1010.9,1646,1015.6,11.7,11.1,,,,,,,,,1.8,1.8,3.1,-4.7,,,,,,,,,,,,,{눈}1250-1340. {눈}1455-1520.,,X
90,2015-03-12,4,-1.2,604,9,1510,,,,,,,15.2,270,1423,7.9,290,1103,4,3414,290,-13.3,18,1224,28.3,2.3,1013.7,1017.5,947,1013,1638,1015.9,11.8,11.1,,,,,,,,,0.6,0.6,5.2,-5.9,,,,,,,,,,,,,,,X
90,2015-03-13,4.2,-0.6,2343,8.1,1214,,,,,,,8.2,290,223,5,290,223,2.2,1901,320,-5.4,28,939,51.1,4.1,1015.7,1021.4,2351,1015.8,505,1017.9,11.8,10.9,,,,,,,,,1.6,1.6,8,-4.2,,,,,,,,,,,,,,,X
90,2015-03-14,3.6,-0.9,102,7.7,1251,,,,,,,5.4,110,1142,4,160,1623,1.9,1660,290,-4.1,31,412,58.4,4.7,1020.4,1025.2,1005,1021,2359,1022.7,11.9,10.8,,,,,,,,,0.5,0,6.4,-6.1,,,,,,,,,,,,,,,X
90,2015-03-15,7.2,-0.4,352,15.6,1351,,,,,,,11.3,290,1314,6.7,290,1316,1.9,1617,160,-2.4,18,1313,54.4,5.2,1017.6,1021.6,2357,1017.2,1508,1019.9,11.9,8,,,,,,,,,1.6,1.1,8.4,-3.9,,,,,,,,,,,,,,,X
90,2015-03-16,7,1.1,439,13.2,1524,,,,,,,8.1,180,1534,5.5,180,1541,2,1750,160,2.1,51,849,71.9,7.3,1016.8,1022,632,1016.3,1710,1019.1,11.9,10.6,,,,,,,,,1.8,0.4,8.9,-2.7,,,,,,,,,,,,,{박무}2030-{박무}{강도0}2100-2240.,,X
90,2015-03-17,11,6,2218,17.5,1438,,,,,,,8.8,360,1803,6.9,360,1805,2.4,2063,360,1.3,34,614,53.6,6.8,1015,1021.2,2342,1014.7,1509,1017.1,12,2.6,,,,,,,,,6.6,4,8.9,1.6,,,,,,,,,,,,,,,O
90,2015-03-18,5.1,4.2,2146,6.4,1,7.33,,,,,2.5,8.5,340,2359,6,360,314,2.9,2518,360,3.2,77,1017,88.5,7.7,1016.2,1022.1,852,1015,2302,1018.5,12,0,,,,,,,,,10,6.5,5.9,4.2,,,,,,,,,,,,,{박무}0440-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도1}2100-{박무}{강도0}2400- {비}1455-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2215.,,X
90,2015-03-19,6.2,4.3,7,9,1313,,,,,,,7,160,1817,3.6,180,1819,1.6,1384,320,2.7,52,1158,79,7.4,1012.6,1017,1001,1012.6,1818,1014.8,12.1,6.4,,,,,,,,,5,2.8,10.3,2.5,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-0450.,,X
90,2015-03-20,7.5,3.8,558,10.2,849,,,,,,,6.5,160,1432,4.2,160,1438,1.8,1547,140,5,60,847,85.3,8.8,1014.8,1020.3,905,1014.2,50,1017,12.1,8.8,,,,,,,,,5.3,1.4,10.9,1,,,,,,,,,,,,,{박무}1020-{시정(미만)}{1km}{낮은안개}1050-{시정(미만)}{0.5km}{낮은안개}1055-{시정(이상)}{0.5km}{낮은안개}1140-{시정(이상)}{1km}{박무}1150-{박무}{강도1}1200-1340. {박무}2020-{박무}{강도0}2100-2345.,1,X
90,2015-03-21,10,2.8,638,18.8,1145,,,,,,,7.9,290,1028,4.9,290,1036,1.8,1593,20,3,20,1146,69.9,7.9,1011.4,1015.7,147,1011.5,1413,1013.6,12.2,9.3,,,,,,,,,2.1,1.3,11,0.5,,,,,,,,,,,,,{박무}0315-{시정(미만)}{1km}{안개}0440-{시정(미만)}{0.5km}{안개}0445-{시정(이상)}{0.5km}{안개}0545-{안개}{강도0}0600-{시정(이상)}{1km}{박무}0610-0820. {황사}1020-{황사}{강도0}1200-{황사}{강도0}1500-1530. {황사}2130-{황사}{강도0}2400-,1.5,X
90,2015-03-22,10.7,6.1,2400,17.5,1407,,,,,,,17.2,290,1320,9.5,290,1327,3.2,2748,290,-6.8,12,1348,31.1,3.9,1014.3,1021.8,2359,1012.9,1352,1016.5,12.2,11.1,,,,,,,,,0,0,11.6,2.5,,,,,,,,,,,,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-1050. {황사}1505-{황사}{강도0}1800-1905.,,X
90,2015-03-23,5.2,0.2,447,11.5,1315,,,,,,,14.1,360,1640,9.3,360,149,4.2,3611,290,-10.5,15,1249,33.3,2.9,1020.9,1027.2,2400,1019.9,1523,1023.2,12.2,10.7,,,,,,,,,0.9,0.9,8.6,-4.1,,,,,,,,,,,,,,,X
90,2015-03-24,3.8,-0.1,2358,8.6,1255,,,,,,,5.2,160,1744,3.4,160,1740,1.9,1662,70,-6.8,26,810,47.8,3.8,1028.3,1032.1,2348,1027.2,1,1030.6,12.3,11.3,,,,,,,,,0,0,8.9,-4.2,,,,,,,,,,,,,,,X
90,2015-03-25,4.1,-1.6,300,8.6,1337,,,,,,,4.7,50,1057,3.4,50,1054,1.4,1184,50,-1.1,39,848,70.6,5.9,1031.1,1035.1,1014,1031.9,2327,1033.4,12.3,11.5,,,,,,,,,0,0,9.3,-5.4,,,,,,,,,,,,,,,X
90,2015-03-26,12.2,2.4,3,16.6,1124,,,,,,,7.2,230,2140,5.1,160,1339,2.1,1834,160,-4,20,1101,32.1,4.6,1026.7,1032,146,1026.2,2357,1028.9,12.4,11.7,,,,,,,,,0,0,12,-1.8,,,,,,,,,,,,,,,X
90,2015-03-27,15.8,10.2,524,21.4,1340,,,,,,,11.5,290,1521,5.8,290,2040,2.7,2292,270,-3.8,17,1523,26.3,4.6,1018.7,1026.3,1,1016.8,2336,1020.9,12.4,11.6,,,,,,,,,0.3,0,15.4,3,,,,,,,,,,,,,,,X
90,2015-03-28,15.1,10.5,725,19.3,1424,,,,,,,10.4,290,943,5,290,1410,2.8,2402,270,-6.6,13,943,22.1,3.8,1011.9,1017.2,40,1011.3,1749,1014,12.5,9.8,,,,,,,,,3.8,1.4,14,5.2,,,,,,,,,,,,,,,X
90,2015-03-29,11.2,5.7,2347,18.1,1030,,,,,,,11.7,230,102,4.4,230,205,2,1702,50,2.6,30,1031,59.3,7.5,1013.5,1017.9,2157,1012.1,158,1015.7,12.5,9.5,,,,,,,,,1,0.8,15.7,2.6,,,,,,,,,,,,,{황사}1040-{황사}{강도0}1200-{황사}{강도0}1500-1510. {박무}2345-{박무}{강도0}2400-,,X
90,2015-03-30,11.4,4.5,402,18.3,2342,,,,,,,6.3,140,1540,4.6,160,1548,1.6,1340,160,5.1,23,2359,69.1,9,1013.9,1018.7,1008,1013.5,1717,1016.1,12.5,10.6,,,,,,,,,2,0,14.7,1.6,,,,,,,,,,,,,-{박무}-0130. {황사}2255-{황사}{강도0}2400-,,O
90,2015-03-31,14.4,8.7,2329,18.1,1,5.67,,,,,5.5,11.5,290,244,6.5,290,221,2.1,1823,320,6.9,23,22,64.3,10.2,1011.9,1016.2,936,1011.2,1713,1014,12.6,0,,,,,,,,,9.3,6.1,13.8,8.4,,,,,,,,,,,,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-0645. {연무}0640-{연무}{강도0}0900-1130. {비}1645-1655. {박무}1820-{박무}{강도0}2100-{박무}{강도1}2400- {비}1830-{비}{강도0}2100-{비}{강도0}2400-,,O
90,2015-04-01,6.7,5.7,810,9,6,11.92,1,535,3,532,11,9.6,360,644,7.1,360,650,2.3,2023,340,6.1,83,1622,96.5,9.5,1018.4,1023.7,936,1015.4,1,1020.7,12.6,2.4,,,,,,,,,8.8,6.1,9.6,4.3,,,,,,,,,,,,,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-1155. -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1230.,,O
90,2015-04-02,6.3,3.4,312,8.9,1114,5.5,2.5,2210,8.5,2206,13,8.5,360,2047,6.1,360,2047,2,1751,360,5.9,88,1436,97.8,9.3,1005.8,1020.6,28,996.7,2340,1008,12.6,0.2,,,,,,,,,9,6.3,8.1,1.3,,,,,,,,,,,,,{박무}0035-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0920. {박무}1645-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400- {비}1655-1705. {비}1840-{비}{강도0}2100-{비}{강도1}2400- {천둥}{강도0}(N)2212-{뇌전}{강도0}(N 5~6)2215-{뇌전}{강도0}(N{이동}NW 5~6)2218-{뇌전}{강도1}(NW{이동}W 3~4)2220-{뇌전}{강도0}(W{이동}SW 4~5)2234-{천둥}{강도0}(SW)2239-2244.,,O
90,2015-04-03,7.5,5.3,2353,11.3,1118,5.67,1.5,59,4,27,6.5,12.1,360,500,8.6,360,518,2.8,2456,360,6.1,72,1916,91.3,9.4,1004.8,1019.6,2345,993.7,316,1007,12.7,5.9,,,,,,,,,7.4,6.1,11.4,2.6,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0820. -{비}-{비}{강도0}0300-0540.,,X
90,2015-04-04,6.7,3.9,151,9.5,1316,,,,,,,4.8,20,1114,3.6,50,1119,1.4,1233,50,3.9,69,1436,83.6,8.1,1017.8,1021.7,951,1018.1,1925,1020.1,12.7,2.6,,,,,,,,,8.7,7.4,9.3,0.9,,,,,,,,,,,,,,,O
90,2015-04-05,6.1,5.6,351,7.4,1332,0.83,0.1,,0.1,,0.1,5.8,360,926,4.4,360,921,2,1708,360,4,78,811,86.8,8.1,1013.9,1019.3,1,1014.1,1626,1016.1,12.8,0,,,,,,,,,10,6,7.5,4.9,,,,,,,,,,,,,{비}1250-1340.,,O
90,2015-04-06,6.6,4.1,602,10.1,1206,0.17,0,,0,,0,6.2,110,2257,4.4,110,2351,1.6,1340,110,5.4,77,2250,92.5,9,1017.7,1025.9,2359,1015.4,231,1020,12.8,2.3,,,,,,,,,9.9,5.8,8.8,3,,,,,,,,,,,,,{박무}0320-{시정(미만)}{1km}{안개}0450-{시정(미만)}{0.5km}{안개}0510-{시정(미만)}{0.2km}{안개}0520-{시정(이상)}{0.2km}{안개}0550-{시정(이상)}{0.5km}{안개}0555-{안개}{강도0}0600-{시정(이상)}{1km}{박무}0610-0830. {비}2350-{비}{강도0}2400-,1.33,O
90,2015-04-07,3.1,1.9,1935,5.5,1,22.25,0.5,958,0.5,908,1.5,6.7,110,750,4.8,110,751,1.9,1638,140,1.1,68,325,87,6.6,1025.7,1029.4,2350,1025.8,3,1028,12.9,0,,,,,,,,,10,6.8,5.2,1.9,,,,,,,,,,,,,{박무}0015-0130. -{비}-{비}{강도0}0300-0345. {비}0530-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{진눈깨비}1320-{진눈깨비}{강도0}1500-{진눈깨비}{강도0}1800-{진눈깨비}{강도0}2100-{진눈깨비}{강도0}2400-,,O
90,2015-04-08,4.5,2.2,1,7.9,1255,10.5,0.3,141,0.5,51,2,5,140,1521,3.5,160,1636,1.7,1468,320,3.9,83,1503,96.5,8.1,1024.9,1029.5,3,1024.7,1819,1027.2,12.9,3.1,,,,,,,,,6.8,5.8,7.7,-0.4,,,,,,,,,,,,,-{진눈깨비}-{진눈깨비}{강도0}0300-{비}0310-{비}{강도0}0600-{비}{강도0}0900-1030.,,X
90,2015-04-09,6,1.2,521,9.5,1740,,,,,,,7.3,160,1739,4.8,160,1838,1.9,1646,250,4.4,78,1310,90.6,8.4,1022.5,1027.2,947,1022.7,1716,1024.8,12.9,11.4,,,,,,,,,3,2.1,9.1,-1.3,,,,,,,,,,,,,,,X
90,2015-04-10,9,3.8,126,13.4,1218,,,,,,,6.2,160,1424,4.1,160,1320,2,1697,160,2.7,42,1122,65.8,7.5,1020.5,1023.4,1017,1021.4,1637,1022.7,13,11.5,,,,,,,,,0,0,10.9,0.1,,,,,,,,,,,,,,,X
90,2015-04-11,6.8,4.3,641,9.3,1019,,,,,,,6.9,360,1333,4.4,360,1337,1.9,1628,360,5.3,69,237,91.3,8.9,1024.5,1029.1,2353,1023.3,6,1026.8,13,7.4,,,,,,,,,4.8,4.8,10.7,1.4,,,,,,,,,,,,,{박무}0420-{박무}{강도0}0600-0830. {박무}1505-{시정(미만)}{1km}{안개}1525-{안개}{강도0}1800-{안개}{강도0}2100-{안개}{강도0}2400-,8.58,O
90,2015-04-12,6.3,4.3,435,7.9,2100,1.17,0,,0,,0,7.9,360,1203,5.9,360,1209,2.5,2195,360,6.2,100,1,100,9.5,1027.4,1031.1,2128,1028.1,454,1029.7,13.1,0,,,,,,,,,10,8.8,8.5,5.3,,,,,,,,,,,,,-{안개}-{시정(미만)}{0.5km}{안개}0140-{안개}{강도1}0300-{안개}{강도1}0600-{시정(이상)}{0.5km}{안개}0830-{안개}{강도0}0900-{시정(이상)}{1km}{박무}1145-{박무}{강도1}1200-{박무}{강도0}1500-{박무}{강도0}1800-1920. {비}1530-1640.,11.75,O
90,2015-04-13,6.1,5.2,2303,7.1,1248,1.08,0.1,,0.1,,0.1,9.7,360,1341,7,360,1243,3.7,3225,360,5.8,92,1145,98.4,9.2,1020.9,1030.5,10,1015.9,2357,1023.1,13.1,0,,,,,,,,,10,5.6,7.1,2.3,,,,,,,,,,,,,{박무}0020-{박무}{강도1}0300-{박무}{강도1}0600-0640. {박무}2350-{박무}{강도0}2400- {비}2255-{비}{강도0}2400-,,O
90,2015-04-14,6,3.5,1349,8.5,1007,13.75,2,1316,6,1248,10.5,7.9,230,1205,4.4,230,1214,1.4,1205,340,5,68,1136,94,8.7,1007.4,1015.9,1,1005.5,2314,1009.6,13.1,0,,,,,,,,,10,6.1,6.5,3.6,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-0510. -{비}-0210. {비}0315-{비}{강도0}0600-0715. {비}1015-{비}{강도0}1200-{비}{강도0}1500-1750.,,O
